Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
271;BW;Karlsruhe-Stadt;205608;103754;101854;0;159591;98279;1350;1123;158241;158468;27998;27998;33828;33828;10774;10774;20615;20615;8910;8910;44011;44011;0;0;1438;1438;1851;1851;1608;1608;71;71;622;622;385;385;0;0;182;182;0;0;0;0;89;89;138;138;0;0;44;44;0;0;0;0;463;463;0;0;0;0;0;0;2863;2863;322;322;101;101;0;0;34;34;0;0;23;23;0;0;0;0;0;0;785;785;0;0;1313;1313;0;0;0;0;0;456;0;0
272;BW;Karlsruhe-Land;209147;117227;91918;2;167946;87722;1687;1313;166259;166633;42831;42831;38474;38474;15869;15869;24660;24660;4483;4483;26969;26969;0;0;3001;3001;1478;1478;2287;2287;143;143;525;525;330;330;0;0;128;128;0;0;0;0;26;26;197;197;0;0;20;20;0;0;0;0;245;245;0;0;0;0;0;0;2991;2991;548;548;198;198;0;0;69;69;0;0;60;60;0;0;0;0;0;0;569;569;0;0;532;532;0;0;0;0;0;0;0;548
273;BW;Rastatt;204890;123992;80898;0;155331;76692;1736;1531;153595;153800;41495;41495;36442;36442;16333;16333;21250;21250;4280;4280;21926;21926;0;0;3000;3000;1099;1099;2026;2026;144;144;546;546;199;199;0;0;120;120;0;0;0;0;25;25;187;187;0;0;17;17;0;0;0;0;132;132;0;0;0;0;0;0;3272;3272;101;101;170;170;0;0;56;56;0;0;35;35;0;0;0;0;0;0;453;453;0;0;492;492;0;0;0;0;0;486;0;75
274;BW;Heidelberg;218431;117783;100648;0;177868;96897;1231;1064;176637;176804;36783;36783;40275;40275;10821;10821;23240;23240;8624;8624;45314;45314;0;0;2011;2011;1470;1470;1761;1761;114;114;486;486;367;367;0;0;161;161;0;0;0;0;65;65;186;186;0;0;43;43;0;0;0;0;379;379;0;0;0;0;0;0;2466;2466;184;184;97;97;0;0;44;44;0;0;33;33;0;0;0;0;0;0;624;624;0;0;1256;1256;0;0;0;0;0;1070;0;0
275;BW;Mannheim;196863;117109;79754;0;142132;76753;1350;1165;140782;140967;25682;25682;35651;35651;12846;12846;18515;18515;7066;7066;29814;29814;0;0;1871;1871;1471;1471;2178;2178;146;146;529;529;241;241;0;0;146;146;0;0;0;0;81;81;216;216;0;0;58;58;0;0;0;0;200;200;0;0;0;0;0;0;1845;1845;146;146;136;136;0;0;50;50;0;0;23;23;0;0;0;0;0;0;1212;1212;0;0;844;844;0;0;0;0;0;410;0;0
276;BW;Odenwald – Tauber;209418;130268;79149;1;162058;75949;1806;1564;160252;160494;48866;48866;35578;35578;19208;19208;20943;20943;4084;4084;17748;17748;0;0;4701;4701;1563;1563;1911;1911;246;246;510;510;590;590;0;0;99;99;0;0;0;0;23;23;260;260;0;0;13;13;0;0;0;0;127;127;0;0;0;0;0;0;2724;2724;270;270;195;195;0;0;60;60;0;0;42;42;0;0;0;0;0;0;345;345;0;0;388;388;0;0;0;0;0;0;0;0
277;BW;Rhein-Neckar;196882;114366;82513;3;154085;79067;1588;1403;152497;152682;38871;38871;35847;35847;15701;15701;21941;21941;4320;4320;24072;24072;0;0;2620;2620;1362;1362;2033;2033;244;244;546;546;275;275;0;0;104;104;0;0;0;0;33;33;234;234;0;0;33;33;0;0;0;0;134;134;0;0;0;0;0;0;2436;2436;363;363;142;142;0;0;31;31;0;0;45;45;0;0;0;0;0;0;614;614;0;0;681;681;0;0;0;0;0;0;0;821
278;BW;Bruchsal – Schwetzingen;195755;109863;85892;0;152231;82055;2028;1455;150203;150776;38866;38866;34434;34434;17462;17462;21978;21978;4125;4125;20858;20858;0;0;3258;3258;1527;1527;2726;2726;193;193;457;457;217;217;0;0;103;103;0;0;0;0;20;20;257;257;0;0;20;20;0;0;0;0;160;160;0;0;0;0;0;0;2416;2416;198;198;202;202;0;0;51;51;0;0;24;24;0;0;0;0;0;0;680;680;0;0;544;544;0;0;0;0;0;0;0;1422
279;BW;Pforzheim;217126;131910;85213;3;163982;81301;1441;1365;162541;162617;39324;39324;34262;34262;22028;22028;26504;26504;4342;4342;21213;21213;0;0;2914;2914;1532;1532;3276;3276;218;218;561;561;318;318;0;0;115;115;0;0;0;0;62;62;206;206;0;0;18;18;0;0;0;0;177;177;0;0;0;0;0;0;2428;2428;819;819;866;866;0;0;55;55;0;0;52;52;0;0;0;0;0;0;710;710;0;0;617;617;0;0;0;0;0;0;0;49
280;BW;Calw;199092;123811;75275;6;152863;71823;1350;1275;151513;151588;42841;42841;28571;28571;19473;19473;26770;26770;3656;3656;17301;17301;0;0;3076;3076;1155;1155;2232;2232;197;197;477;477;451;451;0;0;109;109;0;0;0;0;29;29;189;189;0;0;28;28;0;0;0;0;116;116;0;0;0;0;0;0;2992;2992;795;795;202;202;0;0;48;48;0;0;98;98;0;0;0;0;0;0;529;529;0;0;253;253;0;0;0;0;0;391;0;0
281;BW;Freiburg;224392;119876;104516;0;180976;99736;1207;1103;179769;179873;31296;31296;38183;38183;8854;8854;19145;19145;12429;12429;56861;56861;0;0;1821;1821;1719;1719;2092;2092;60;60;475;475;571;571;0;0;220;220;0;0;0;0;74;74;145;145;0;0;19;19;0;0;0;0;280;280;0;0;0;0;0;0;3779;3779;281;281;96;96;0;0;35;35;0;0;27;27;0;0;0;0;0;0;610;610;0;0;801;801;0;0;0;0;0;785;0;0
282;BW;Lörrach – Müllheim;231076;136938;94138;0;174064;89483;1720;1495;172344;172569;38501;38501;41834;41834;14195;14195;24669;24669;5532;5532;32817;32817;0;0;2784;2784;1698;1698;2479;2479;150;150;734;734;357;357;0;0;164;164;0;0;0;0;73;73;228;228;0;0;32;32;0;0;0;0;146;146;0;0;0;0;0;0;4136;4136;592;592;195;195;0;0;60;60;0;0;63;63;0;0;0;0;0;0;676;676;0;0;454;454;0;0;0;0;0;0;0;0
283;BW;Emmendingen – Lahr;218872;128632;90240;0;168004;86111;1349;1432;166655;166572;41323;41323;39727;39727;14971;14971;22136;22136;5209;5209;28724;28724;0;0;3146;3146;1514;1514;3122;3122;168;168;568;568;676;676;0;0;168;168;0;0;0;0;22;22;181;181;0;0;24;24;0;0;0;0;120;120;0;0;0;0;0;0;3147;3147;332;332;169;169;0;0;64;64;0;0;31;31;0;0;0;0;0;0;477;477;0;0;553;553;0;0;0;0;0;0;0;0
284;BW;Offenburg;205893;125818;80071;4;156776;76052;1623;1576;155153;155200;40210;40210;33043;33043;15320;15320;22799;22799;4423;4423;23083;23083;0;0;3729;3729;1465;1465;2290;2290;146;146;580;580;288;288;0;0;139;139;0;0;0;0;19;19;221;221;0;0;19;19;0;0;0;0;139;139;0;0;0;0;0;0;5471;5471;173;173;230;230;0;0;62;62;0;0;43;43;0;0;0;0;0;0;867;867;0;0;441;441;0;0;0;0;0;0;0;0
285;BW;Rottweil – Tuttlingen;198182;121157;77025;0;149664;73422;1826;1851;147838;147813;40818;40818;27523;27523;19747;19747;26768;26768;3320;3320;16036;16036;0;0;2726;2726;973;973;1965;1965;221;221;549;549;827;827;0;0;106;106;0;0;0;0;12;12;216;216;0;0;24;24;0;0;0;0;243;243;0;0;0;0;0;0;4135;4135;299;299;188;188;0;0;65;65;0;0;37;37;0;0;0;0;0;0;644;644;0;0;371;371;0;0;0;0;0;0;0;0
286;BW;Schwarzwald-Baar;162800;100705;62094;1;122862;59202;1370;1340;121492;121522;32309;32309;25814;25814;13097;13097;19696;19696;3062;3062;16181;16181;0;0;2390;2390;843;843;1602;1602;196;196;442;442;276;276;0;0;100;100;0;0;0;0;58;58;189;189;0;0;40;40;0;0;0;0;107;107;0;0;0;0;0;0;3819;3819;292;292;152;152;0;0;51;51;0;0;33;33;0;0;0;0;0;0;416;416;0;0;357;357;0;0;0;0;0;0;0;0
287;BW;Konstanz;206009;116075;89934;0;157563;85974;1277;1163;156286;156400;36209;36209;32657;32657;13341;13341;23509;23509;5804;5804;32913;32913;0;0;2204;2204;1643;1643;1928;1928;141;141;546;546;463;463;0;0;140;140;0;0;0;0;33;33;141;141;0;0;35;35;0;0;0;0;164;164;0;0;0;0;0;0;3022;3022;221;221;167;167;0;0;45;45;0;0;103;103;0;0;0;0;0;0;401;401;0;0;570;570;0;0;0;0;0;0;0;399
288;BW;Waldshut;177275;107465;69807;3;136195;66733;1318;1173;134877;135022;35595;35595;30782;30782;11265;11265;18422;18422;3895;3895;23294;23294;0;0;2534;2534;894;894;1732;1732;110;110;471;471;469;469;0;0;113;113;0;0;0;0;34;34;155;155;0;0;17;17;0;0;0;0;102;102;0;0;0;0;0;0;3634;3634;216;216;160;160;0;0;53;53;0;0;28;28;0;0;0;0;0;0;391;391;0;0;656;656;0;0;0;0;0;0;0;0
289;BW;Reutlingen;199189;119697;79492;0;153820;75900;1343;1245;152477;152575;39504;39504;31535;31535;15652;15652;25288;25288;5081;5081;24197;24197;0;0;2434;2434;1239;1239;1700;1700;151;151;552;552;329;329;0;0;105;105;0;0;0;0;79;79;180;180;0;0;21;21;0;0;0;0;176;176;0;0;0;0;0;0;2442;2442;445;445;205;205;0;0;71;71;0;0;49;49;0;0;0;0;0;0;689;689;0;0;451;451;0;0;0;0;0;0;0;0
290;BW;Tübingen;198791;112675;86116;0;160835;82399;1207;1054;159628;159781;34775;34775;32576;32576;12548;12548;22678;22678;8231;8231;37424;37424;0;0;1978;1978;1292;1292;1777;1777;132;132;532;532;503;503;0;0;223;223;0;0;0;0;50;50;155;155;0;0;42;42;0;0;0;0;208;208;0;0;0;0;0;0;2666;2666;323;323;147;147;0;0;37;37;0;0;36;36;0;0;0;0;0;0;838;838;0;0;610;610;0;0;0;0;0;0;0;0
291;BW;Ulm;223376;134666;88710;0;177537;85143;1539;1372;175998;176165;46805;46805;36418;36418;16046;16046;25389;25389;5377;5377;31238;31238;0;0;3808;3808;1529;1529;2491;2491;173;173;914;914;515;515;0;0;143;143;0;0;0;0;87;87;252;252;0;0;36;36;0;0;0;0;310;310;0;0;0;0;0;0;2566;2566;353;353;212;212;0;0;68;68;0;0;63;63;0;0;0;0;0;0;820;820;0;0;552;552;0;0;0;0;0;369;0;0
292;BW;Biberach;169147;97923;71223;1;133345;68250;1174;1115;132171;132230;40472;40472;23152;23152;14308;14308;19163;19163;2967;2967;18070;18070;0;0;4155;4155;1175;1175;1921;1921;158;158;559;559;1191;1191;0;0;122;122;0;0;0;0;12;12;189;189;0;0;16;16;0;0;0;0;117;117;0;0;0;0;0;0;3207;3207;241;241;200;200;0;0;43;43;0;0;27;27;0;0;0;0;0;0;433;433;0;0;332;332;0;0;0;0;0;0;0;0
293;BW;Bodensee;174430;100580;73850;0;137838;70475;1083;990;136755;136848;36571;36571;26989;26989;11916;11916;21611;21611;3905;3905;23635;23635;0;0;2526;2526;1345;1345;1433;1433;94;94;490;490;555;555;0;0;133;133;0;0;0;0;27;27;125;125;0;0;32;32;0;0;0;0;117;117;0;0;0;0;0;0;3862;3862;202;202;158;158;0;0;52;52;0;0;49;49;0;0;0;0;0;0;563;563;0;0;458;458;0;0;0;0;0;0;0;103
294;BW;Ravensburg;187817;109292;78525;0;147020;75097;1080;1042;145940;145978;38927;38927;27750;27750;12650;12650;21740;21740;4735;4735;25536;25536;0;0;3751;3751;1373;1373;1604;1604;93;93;536;536;1091;1091;0;0;163;163;0;0;0;0;46;46;160;160;0;0;18;18;0;0;0;0;121;121;0;0;0;0;0;0;4156;4156;238;238;183;183;0;0;48;48;0;0;44;44;0;0;0;0;0;0;570;570;0;0;445;445;0;0;0;0;0;0;0;0
295;BW;Zollernalb – Sigmaringen;182648;115384;67264;0;138084;64037;1688;1544;136396;136540;39332;39332;26716;26716;16477;16477;23200;23200;3540;3540;15503;15503;0;0;2617;2617;1335;1335;1883;1883;206;206;510;510;429;429;0;0;83;83;0;0;0;0;114;114;182;182;0;0;17;17;0;0;0;0;111;111;0;0;0;0;0;0;2980;2980;258;258;167;167;0;0;47;47;0;0;30;30;0;0;0;0;0;0;545;545;0;0;258;258;0;0;0;0;0;0;0;0
908;BW;Land;7711531;4539786;3171672;73;5997317;3035350;54574;47657;5942743;5949660;1477612;1477612;1287934;1287934;571336;571336;908039;908039;196874;196874;1022226;1022226;0;0;103611;103611;53597;53597;74702;74702;6036;6036;21530;21530;17637;17637;0;0;5388;5388;0;0;0;0;2248;2248;7059;7059;0;0;1107;1107;0;0;0;0;6775;6775;0;0;0;0;0;0;114919;114919;12625;12625;7491;7491;0;0;1936;1936;0;0;1578;1578;0;0;0;0;0;0;26780;26780;0;0;20620;20620;0;0;0;0;0;3967;0;5570
296;SL;Saarbrücken;192929;125992;66937;0;142697;63741;2299;2223;140398;140474;28797;28797;53537;53537;13006;13006;16438;16438;13484;13484;0;0;0;0;2191;2191;2764;2764;3843;3843;370;370;1009;1009;698;698;0;0;0;0;0;0;0;0;141;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1923;1923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;748;748;0;0;1525;1525;0;0;0;0;0;0;0;299
297;SL;Saarlouis;203279;141862;61417;0;159170;59164;3047;2891;156123;156279;38085;38085;56920;56920;15651;15651;18872;18872;10512;10512;0;0;0;0;3315;3315;2736;2736;4535;4535;350;350;860;860;593;593;0;0;0;0;0;0;0;0;76;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2221;2221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;599;599;0;0;954;954;0;0;0;0;0;0;0;0
298;SL;St. Wendel;173074;116669;56405;0;139808;54205;2828;2776;136980;137032;36248;36248;51229;51229;12904;12904;14916;14916;7887;7887;0;0;0;0;2881;2881;2276;2276;3808;3808;293;293;741;741;595;595;0;0;0;0;0;0;0;0;59;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2094;2094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;408;0;0;693;693;0;0;0;0;0;0;0;0
299;SL;Homburg;185941;124381;61559;1;142288;58766;2676;2405;139612;139883;32004;32004;52091;52091;16068;16068;15719;15719;9247;9247;0;0;0;0;3359;3359;2202;2202;4045;4045;362;362;809;809;645;645;0;0;0;0;0;0;0;0;81;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1878;1878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;526;526;0;0;847;847;0;0;0;0;0;0;0;0
910;SL;Land;755223;508904;246318;1;583963;235876;10850;10295;573113;573668;135134;135134;213777;213777;57629;57629;65945;65945;41130;41130;0;0;0;0;11746;11746;9978;9978;16231;16231;1375;1375;3419;3419;2531;2531;0;0;0;0;0;0;0;0;357;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8116;8116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2281;2281;0;0;4019;4019;0;0;0;0;0;0;0;299
999;Bund;Bund;61172771;37903207;23269038;526;46707343;22205363;488483;408956;46218860;46298387;8774920;8774920;11901558;11901558;4809233;4809233;5291013;5291013;2255864;2255864;6814408;6814408;2402827;2402827;1125667;1125667;460431;460431;673669;673669;64360;64360;169587;169587;112129;112129;31763;31763;7184;7184;32790;32790;13672;13672;17820;17820;48496;48496;3786;3786;14957;14957;17304;17304;665;665;47524;47524;7611;7611;17738;17738;1399;1399;630153;630153;39868;39868;7491;7491;7832;7832;3488;3488;12967;12967;11328;11328;3228;3228;9189;9189;55578;55578;211854;211854;22736;22736;164300;164300;1086;192;251;1817;961;3967;549;110874
